ECEF-X,ECEF-Y,ECEF-Z,Speed(m/s)
3204713.879536,4679000.11671968,2908673.19358358,0.166666666666667
3213023.44511551,4757141.46511796,2770377.48926076,0.166666666666667
3279201.59870703,4748809.28615112,2706824.56324246,0.166666666666667
