ECEF-X,ECEF-Y,ECEF-Z,Speed(m/s)
3299036.68856447,4687105.84389821,2788480.5068126,0.005555556
3309196.2509568,4694517.46910228,2764031.22739228,0.005555556
3322434.57352599,4691226.35978862,2753787.82617533,0.005555556
3338174.55808123,4679067.99759968,2755426.66214488,0.005555556
3341687.51704419,4663367.90545886,2777546.09182289,0.005555556
3329077.33828801,4663200.52344822,2792824.61864338,0.005555556
3309734.01964733,4670069.48023814,2804237.09257475,0.005555556
